timestamp,cpu_pct,mem_pct,gpu_util_pct,gpu_mem_mb,disk_read_mbs,disk_write_mbs
2026-06-21T13:38:36.588426,17.9,59.6,0.0,9,143.65,13.22
2026-06-21T13:38:37.544288,7.6,59.8,0.0,9,1.91,5.52
2026-06-21T13:38:38.538137,8.5,59.8,0.0,9,0.02,0.41
2026-06-21T13:38:39.537344,7.2,60.0,0.0,9,1.16,0.31
2026-06-21T13:38:40.525036,10.9,58.7,0.0,9,0.00,0.00
2026-06-21T13:38:41.531989,5.8,58.8,0.0,9,0.00,0.44
2026-06-21T13:38:42.512736,14.5,58.9,0.0,9,0.02,0.50
2026-06-21T13:38:43.525986,5.7,58.7,0.0,9,0.00,0.37
2026-06-21T13:38:44.514422,7.0,58.9,0.0,9,3.74,0.00
2026-06-21T13:38:45.528733,4.8,59.1,0.0,9,0.00,0.05
2026-06-21T13:38:46.534042,4.9,59.0,0.0,9,0.00,2.97
2026-06-21T13:38:47.513946,5.2,59.1,0.0,9,0.00,0.01
2026-06-21T13:38:48.533892,6.1,59.1,0.0,9,0.00,0.00
2026-06-21T13:38:49.507438,6.4,59.0,0.0,9,0.00,0.00
2026-06-21T13:38:50.529996,5.5,58.9,0.0,9,0.00,0.00
2026-06-21T13:38:51.514740,8.4,58.9,0.0,9,0.00,0.00
2026-06-21T13:38:52.524771,11.5,58.8,0.0,9,0.00,0.24
2026-06-21T13:38:53.510060,7.9,58.9,0.0,9,0.00,0.00
2026-06-21T13:38:54.506735,8.1,58.9,0.0,9,0.00,0.00
2026-06-21T13:38:55.510437,9.3,59.0,0.0,9,0.00,0.00
2026-06-21T13:38:56.508728,8.5,58.9,0.0,9,0.00,0.00
2026-06-21T13:38:57.506491,8.4,59.0,0.0,9,0.00,0.00
2026-06-21T13:38:58.523976,8.0,59.0,0.0,9,0.00,0.00
2026-06-21T13:38:59.511578,7.8,59.0,0.0,9,0.18,7.20
2026-06-21T13:39:00.512605,9.7,58.9,0.0,9,0.00,0.00
2026-06-21T13:39:01.507544,8.1,59.0,0.0,9,0.00,0.24
2026-06-21T13:39:02.524199,12.7,59.1,0.0,9,2.51,52.04
2026-06-21T13:39:03.509610,9.2,59.1,0.0,9,0.00,0.02
2026-06-21T13:39:04.512681,8.8,58.8,0.0,9,0.00,0.00
2026-06-21T13:39:05.509535,9.9,58.8,0.0,9,0.00,0.00
2026-06-21T13:39:06.524289,7.5,58.8,0.0,9,0.00,0.00
2026-06-21T13:39:07.509252,8.8,58.8,0.0,9,0.00,0.00
2026-06-21T13:39:08.520765,8.4,58.7,0.0,9,0.00,0.00
2026-06-21T13:39:09.507803,8.6,58.6,0.0,9,0.00,0.00
2026-06-21T13:39:10.521848,8.3,58.6,0.0,9,0.00,0.00
2026-06-21T13:39:11.506264,8.2,58.6,0.0,9,0.25,0.00
2026-06-21T13:39:12.519642,7.3,58.5,0.0,9,0.00,0.01
2026-06-21T13:39:13.506529,9.1,58.5,0.0,9,0.00,0.00
2026-06-21T13:39:14.519283,8.4,58.8,0.0,9,0.00,0.10
2026-06-21T13:39:15.510320,9.3,58.8,0.0,9,0.00,0.00
2026-06-21T13:39:16.514074,8.0,58.8,0.0,9,0.00,0.00
2026-06-21T13:39:17.512652,7.8,58.7,0.0,9,0.00,0.75
2026-06-21T13:39:18.523038,9.3,58.7,0.0,9,0.00,0.00
2026-06-21T13:39:19.513251,8.7,58.7,0.0,9,0.00,0.00
2026-06-21T13:39:20.515060,9.5,58.6,0.0,9,0.00,0.00
2026-06-21T13:39:21.511942,9.3,58.2,0.0,9,0.00,0.11
2026-06-21T13:39:22.518464,7.7,58.3,0.0,9,0.00,0.16
2026-06-21T13:39:23.512128,8.2,58.5,0.0,9,0.00,0.00
2026-06-21T13:39:24.518937,8.3,58.6,0.0,9,0.00,0.00
2026-06-21T13:39:25.512462,10.4,58.6,0.0,9,0.04,0.00
2026-06-21T13:39:26.512955,12.0,58.1,0.0,9,0.00,0.00
2026-06-21T13:39:27.512985,8.2,58.1,0.0,9,0.00,0.00
