timestamp,cpu_pct,mem_pct,gpu_util_pct,gpu_mem_mb,disk_read_mbs,disk_write_mbs
2026-06-26T19:48:24.142616,13.8,57.0,0.0,14,0.03,0.01
2026-06-26T19:48:25.093496,12.3,56.6,0.0,14,0.05,1.15
2026-06-26T19:48:26.042963,6.0,56.5,0.0,14,0.00,0.00
2026-06-26T19:48:27.029974,6.0,56.5,0.0,14,0.00,0.00
2026-06-26T19:48:28.030715,5.4,56.5,0.0,14,0.00,0.00
2026-06-26T19:48:29.017630,5.9,56.9,0.0,14,0.00,2.32
2026-06-26T19:48:30.030126,5.4,56.6,0.0,14,0.00,0.00
2026-06-26T19:48:31.029308,6.3,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:32.018522,4.7,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:33.021534,4.2,55.8,0.0,14,0.00,0.00
2026-06-26T19:48:34.022066,5.5,55.8,0.0,14,0.00,0.00
2026-06-26T19:48:35.022559,6.8,55.9,0.0,14,0.00,0.00
2026-06-26T19:48:36.026556,8.7,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:37.028407,8.7,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:38.014291,10.9,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:39.014549,13.1,55.6,0.0,14,0.00,0.08
2026-06-26T19:48:40.015623,15.7,56.2,0.0,14,0.00,0.00
2026-06-26T19:48:41.015865,13.0,56.1,0.0,14,0.00,0.25
2026-06-26T19:48:42.016638,13.3,56.1,0.0,14,0.00,0.00
2026-06-26T19:48:43.017022,12.4,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:44.016829,12.5,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:45.017525,13.7,55.7,0.0,14,0.01,0.00
2026-06-26T19:48:46.018715,14.5,55.9,0.0,14,0.05,6.98
2026-06-26T19:48:47.018478,13.6,56.0,0.0,14,0.00,0.00
2026-06-26T19:48:48.019014,12.5,55.9,0.0,14,0.00,0.00
2026-06-26T19:48:49.020078,13.2,56.3,0.0,14,0.00,0.00
2026-06-26T19:48:50.019502,18.0,56.3,0.0,14,0.00,0.25
2026-06-26T19:48:51.019938,12.7,56.3,0.0,14,0.00,0.24
2026-06-26T19:48:52.020425,14.2,56.4,0.0,14,0.00,0.82
2026-06-26T19:48:53.020855,14.4,56.4,0.0,14,0.00,0.00
2026-06-26T19:48:54.022008,13.4,56.3,0.0,14,0.00,0.00
2026-06-26T19:48:55.022400,13.9,56.0,0.0,14,0.00,0.01
2026-06-26T19:48:56.019650,13.3,55.7,0.0,14,0.00,0.00
2026-06-26T19:48:57.019931,12.5,55.7,0.0,14,0.00,0.00
2026-06-26T19:48:58.020444,13.0,55.8,0.0,14,0.00,0.00
2026-06-26T19:48:59.016169,14.7,55.9,0.0,14,0.00,0.00
2026-06-26T19:49:00.017246,16.1,56.0,0.0,14,0.00,1.37
2026-06-26T19:49:01.011476,14.5,55.9,0.0,14,0.00,0.00
2026-06-26T19:49:02.011999,14.2,55.9,0.0,14,0.00,0.00
2026-06-26T19:49:03.015751,15.3,55.7,0.0,14,0.02,0.00
2026-06-26T19:49:04.012604,25.1,55.8,0.0,14,0.00,0.00
2026-06-26T19:49:05.012383,16.9,55.9,0.0,14,0.00,0.00
2026-06-26T19:49:06.013627,18.6,56.0,0.0,14,0.00,0.00
2026-06-26T19:49:07.012301,18.2,55.9,0.0,14,1.47,0.30
2026-06-26T19:49:08.012216,18.1,55.8,0.0,14,0.00,0.00
2026-06-26T19:49:09.012427,15.2,55.9,0.0,14,0.00,0.29
