timestamp,cpu_pct,mem_pct,gpu_util_pct,gpu_mem_mb,disk_read_mbs,disk_write_mbs
2026-06-26T19:42:06.693070,15.0,55.1,0.0,14,17.51,12.74
2026-06-26T19:42:07.635502,9.6,55.2,0.0,14,1.30,2.17
2026-06-26T19:42:08.585840,10.0,54.9,0.0,14,0.00,1.63
2026-06-26T19:42:09.535254,8.3,54.9,0.0,14,0.00,1.25
2026-06-26T19:42:10.532982,8.0,54.6,0.0,14,0.02,1.04
2026-06-26T19:42:11.540983,6.9,54.5,0.0,14,0.09,0.25
2026-06-26T19:42:12.537114,6.3,54.4,0.0,14,0.00,1.39
2026-06-26T19:42:13.536824,9.6,54.3,0.0,14,2.07,9.61
2026-06-26T19:42:14.536781,5.8,53.9,0.0,14,0.00,1.32
2026-06-26T19:42:15.539376,9.2,54.0,0.0,14,0.00,3.30
2026-06-26T19:42:16.532086,6.4,54.0,0.0,14,0.20,1.10
2026-06-26T19:42:17.532859,12.4,54.1,0.0,14,0.08,1.07
2026-06-26T19:42:18.530573,12.8,53.9,0.0,14,0.00,0.00
2026-06-26T19:42:19.530456,9.2,54.2,0.0,14,0.24,0.00
2026-06-26T19:42:20.512284,7.2,53.9,0.0,14,0.00,1.15
2026-06-26T19:42:21.514117,13.4,54.0,0.0,14,0.00,3.12
2026-06-26T19:42:22.512469,12.5,53.7,0.0,14,0.00,3.05
2026-06-26T19:42:23.513630,13.6,53.5,0.0,14,1.67,1.15
2026-06-26T19:42:24.511941,12.6,53.5,0.0,14,0.01,2.72
2026-06-26T19:42:25.513458,14.0,53.8,0.0,14,0.01,2.94
2026-06-26T19:42:26.511406,15.5,54.1,0.0,14,1.53,0.00
2026-06-26T19:42:27.512510,13.2,54.0,0.0,14,0.00,0.00
2026-06-26T19:42:28.511581,12.7,54.1,0.0,14,0.00,0.00
2026-06-26T19:42:29.516158,13.8,54.3,0.0,14,0.00,0.84
2026-06-26T19:42:30.515007,17.4,54.4,0.0,14,0.00,1.62
2026-06-26T19:42:31.513541,14.6,54.5,0.0,14,0.71,3.52
2026-06-26T19:42:32.512745,15.1,54.4,0.0,14,2.48,0.00
2026-06-26T19:42:33.511807,13.6,54.3,0.0,14,0.00,0.01
2026-06-26T19:42:34.510756,12.9,54.5,0.0,14,0.00,0.00
2026-06-26T19:42:35.511520,13.9,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:36.513126,13.2,54.3,0.0,14,0.43,4.76
2026-06-26T19:42:37.511204,12.5,54.3,0.0,14,0.00,0.08
2026-06-26T19:42:38.511867,13.0,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:39.511767,12.4,54.5,0.0,14,0.00,0.00
2026-06-26T19:42:40.513257,12.5,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:41.513742,16.0,54.3,0.0,14,0.00,0.00
2026-06-26T19:42:42.514276,16.9,54.4,0.0,14,1.04,0.00
2026-06-26T19:42:43.511977,15.7,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:44.511461,16.1,54.5,0.0,14,0.00,0.00
2026-06-26T19:42:45.511760,13.6,54.6,0.0,14,0.00,0.00
2026-06-26T19:42:46.511933,16.9,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:47.513496,15.1,54.5,0.0,14,0.00,0.00
2026-06-26T19:42:48.511297,16.0,54.5,0.0,14,0.00,0.00
2026-06-26T19:42:49.513248,15.9,54.6,0.0,14,0.00,0.00
2026-06-26T19:42:50.511620,15.6,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:51.512135,16.3,54.4,0.0,14,0.08,0.00
2026-06-26T19:42:52.511774,15.6,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:53.513332,14.0,54.3,0.0,14,0.00,0.00
2026-06-26T19:42:54.511350,15.2,54.4,0.0,14,0.00,0.00
2026-06-26T19:42:55.516649,23.1,54.9,0.0,14,0.07,0.17
2026-06-26T19:42:56.517390,27.0,54.8,0.0,14,1.75,0.00
2026-06-26T19:42:57.520263,31.7,54.9,0.0,14,0.04,0.40
2026-06-26T19:42:58.528941,29.9,54.8,0.0,14,0.01,0.00
2026-06-26T19:42:59.517065,55.9,56.6,0.0,14,0.00,0.00
2026-06-26T19:43:00.515652,38.2,56.7,0.0,14,0.00,0.00
